day,year,meanTemp,maxTemp,minTemp
11,2010,29,26,39
12,2010,17,26,29
13,2010,6,26,12
14,2010,8,25,18
15,2010,21,25,24
16,2010,20,25,22
17,2010,10,24,20
18,2010,11,24,20
19,2010,9,24,20
20,2010,26,24,33
21,2010,27,23,36
22,2010,27,23,32
23,2010,27,23,31
24,2010,27,23,28
25,2010,24,23,26
26,2010,17,22,21
27,2010,11,22,15
28,2010,15,22,26
29,2010,21,22,35
30,2010,41,22,47
31,2010,35,22,48
1,2011,35,31,43
2,2011,29,30,39
3,2011,44,30,52
4,2011,38,29,48
5,2011,27,29,29
6,2011,26,28,29
7,2011,21,28,33
8,2011,29,28,35
9,2011,16,27,24
10,2011,17,27,28
11,2011,28,26,37
12,2011,37,26,41
13,2011,40,26,45
14,2011,49,25,57
15,2011,39,25,49
16,2011,26,25,34
17,2011,33,24,40
18,2011,37,24,52
19,2011,39,24,46
20,2011,34,24,37
21,2011,37,23,42
22,2011,28,23,35
23,2011,23,23,33
24,2011,30,23,45
25,2011,35,23,47
26,2011,31,22,45
27,2011,33,22,39
28,2011,32,22,43
29,2011,39,22,51
30,2011,39,22,42
31,2011,44,22,51
1,2012,44,31,56
2,2012,54,30,62
3,2012,58,30,68
4,2012,46,29,60
5,2012,34,29,41
6,2012,45,28,51
7,2012,39,28,43
8,2012,37,28,42
9,2012,32,27,39
10,2012,21,27,26
11,2012,26,26,39
12,2012,36,26,49
13,2012,38,26,50
14,2012,36,25,50
15,2012,45,25,50
16,2012,39,25,45
17,2012,29,24,33
18,2012,37,24,44
19,2012,35,24,37
20,2012,25,24,35
21,2012,17,23,22
22,2012,19,23,30
23,2012,19,23,25
24,2012,22,23,25
25,2012,15,23,20
26,2012,21,22,27
27,2012,20,22,29
28,2012,28,22,30
29,2012,18,22,27
30,2012,22,22,37
31,2012,25,22,35
1,2013,37,31,47
2,2013,38,30,45
3,2013,41,30,47
4,2013,39,29,53
5,2013,19,29,24
6,2013,12,28,16
7,2013,9,28,16
8,2013,17,28,21
9,2013,5,27,20
10,2013,5,27,19
11,2013,7,26,18
12,2013,9,26,23
13,2013,17,26,28
14,2013,21,25,26
15,2013,13,25,16
16,2013,18,25,23
17,2013,25,24,37
18,2013,27,24,42
19,2013,29,24,36
20,2013,29,24,33
21,2013,27,23,29
22,2013,20,23,29
23,2013,2,23,11
24,2013,1,23,17
25,2013,23,23,29
26,2013,23,22,37
27,2013,24,22,41
28,2013,30,22,45
29,2013,18,22,36
30,2013,2,22,10
31,2013,3,22,11
1,2014,15,31,19
2,2014,20,30,30
3,2014,25,30,35
4,2014,28,29,33
5,2014,36,29,40
6,2014,35,28,43
7,2014,31,28,37
8,2014,35,28,40
9,2014,31,27,37
10,2014,32,27,33
11,2014,30,26,33
12,2014,33,26,40
13,2014,39,26,52
14,2014,50,25,54
15,2014,48,25,50
16,2014,33,25,47
17,2014,22,24,28
18,2014,21,24,27
19,2014,26,24,32
20,2014,32,24,34
21,2014,38,23,41
22,2014,39,23,41
23,2014,39,23,43
24,2014,35,23,37
25,2014,40,23,48
26,2014,42,22,48
27,2014,30,22,41
28,2014,24,22,34
29,2014,21,22,29
30,2014,10,22,15
31,2014,11,22,22
